,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed,housing_yes,loan_yes,has_subscribed_yes
5295,43,services,married,high.school,no,no,telephone,may,mon,207,2,nonexistent,1.1,no,0.0,0.0,0.0
5296,58,management,married,basic.6y,yes,no,telephone,may,mon,197,2,nonexistent,1.1,no,1.0,0.0,0.0
5297,56,retired,married,basic.4y,yes,no,telephone,may,mon,103,2,nonexistent,1.1,no,1.0,0.0,0.0
5298,57,unemployed,married,basic.9y,yes,no,telephone,may,mon,45,5,nonexistent,1.1,no,1.0,0.0,0.0
5299,31,technician,single,university.degree,yes,no,telephone,may,mon,125,6,nonexistent,1.1,no,1.0,0.0,0.0
5300,28,services,married,high.school,yes,yes,telephone,may,mon,114,2,nonexistent,1.1,no,1.0,1.0,0.0
5301,38,self-employed,single,university.degree,no,no,telephone,may,mon,414,2,nonexistent,1.1,yes,0.0,0.0,1.0
5302,35,admin.,single,high.school,yes,no,telephone,may,mon,319,4,nonexistent,1.1,no,1.0,0.0,0.0
5303,26,blue-collar,married,professional.course,yes,no,telephone,may,mon,346,2,nonexistent,1.1,no,1.0,0.0,0.0
5304,30,blue-collar,single,basic.9y,yes,no,telephone,may,mon,157,3,nonexistent,1.1,no,1.0,0.0,0.0
5305,52,technician,married,professional.course,no,no,telephone,may,mon,160,11,nonexistent,1.1,no,0.0,0.0,0.0
5306,47,technician,married,basic.9y,no,no,telephone,may,mon,83,3,nonexistent,1.1,no,0.0,0.0,0.0
5307,36,blue-collar,married,basic.9y,no,no,telephone,may,mon,98,4,nonexistent,1.1,no,0.0,0.0,0.0
5308,36,services,married,high.school,yes,no,telephone,may,mon,133,4,nonexistent,1.1,no,1.0,0.0,0.0
5309,31,admin.,single,university.degree,yes,no,telephone,may,mon,451,2,nonexistent,1.1,no,1.0,0.0,0.0
5310,36,blue-collar,married,high.school,no,no,telephone,may,mon,34,3,nonexistent,1.1,no,0.0,0.0,0.0
5311,34,admin.,married,university.degree,no,no,telephone,may,mon,79,5,nonexistent,1.1,no,0.0,0.0,0.0
5312,32,blue-collar,married,basic.9y,no,no,telephone,may,mon,109,2,nonexistent,1.1,no,0.0,0.0,0.0
5313,42,blue-collar,married,basic.6y,yes,no,telephone,may,mon,454,3,nonexistent,1.1,no,1.0,0.0,0.0
5314,32,technician,single,university.degree,no,no,telephone,may,mon,251,3,nonexistent,1.1,no,0.0,0.0,0.0
5315,51,admin.,divorced,university.degree,no,no,telephone,may,mon,122,5,nonexistent,1.1,no,0.0,0.0,0.0
5316,37,self-employed,married,basic.9y,no,no,telephone,may,mon,166,2,nonexistent,1.1,no,0.0,0.0,0.0
5317,45,blue-collar,married,basic.9y,yes,no,telephone,may,mon,816,2,nonexistent,1.1,no,1.0,0.0,0.0
5318,28,admin.,single,university.degree,yes,no,telephone,may,mon,87,2,nonexistent,1.1,no,1.0,0.0,0.0
5319,37,technician,married,professional.course,yes,no,telephone,may,mon,81,6,nonexistent,1.1,no,1.0,0.0,0.0
5320,43,entrepreneur,married,basic.9y,no,no,telephone,may,mon,109,5,nonexistent,1.1,no,0.0,0.0,0.0
5321,54,admin.,divorced,university.degree,yes,yes,telephone,may,mon,375,2,nonexistent,1.1,no,1.0,1.0,0.0
5322,59,admin.,married,professional.course,no,no,telephone,may,mon,51,2,nonexistent,1.1,no,0.0,0.0,0.0
5323,44,housemaid,married,basic.9y,yes,no,telephone,may,mon,118,4,nonexistent,1.1,no,1.0,0.0,0.0
5324,33,services,single,high.school,no,no,telephone,may,mon,178,5,nonexistent,1.1,no,0.0,0.0,0.0
5325,35,admin.,married,high.school,no,no,telephone,may,mon,165,5,nonexistent,1.1,no,0.0,0.0,0.0
5326,48,admin.,married,university.degree,no,no,telephone,may,mon,155,2,nonexistent,1.1,no,0.0,0.0,0.0
5327,50,technician,divorced,professional.course,no,no,telephone,may,mon,173,3,nonexistent,1.1,no,0.0,0.0,0.0
5328,29,self-employed,married,high.school,no,no,telephone,may,mon,304,4,nonexistent,1.1,no,0.0,0.0,0.0
5329,39,admin.,married,university.degree,no,no,telephone,may,mon,583,6,nonexistent,1.1,no,0.0,0.0,0.0
5330,36,admin.,married,university.degree,yes,no,telephone,may,mon,138,2,nonexistent,1.1,no,1.0,0.0,0.0
5331,52,blue-collar,married,basic.4y,yes,no,telephone,may,mon,748,3,nonexistent,1.1,yes,1.0,0.0,1.0
5332,48,blue-collar,married,basic.4y,yes,yes,telephone,may,mon,14,11,nonexistent,1.1,no,1.0,1.0,0.0
5333,28,entrepreneur,married,basic.9y,no,no,telephone,may,mon,896,3,nonexistent,1.1,yes,0.0,0.0,1.0
5334,35,blue-collar,married,high.school,yes,yes,telephone,may,mon,83,1,nonexistent,1.1,no,1.0,1.0,0.0
5335,38,admin.,married,university.degree,no,no,telephone,may,mon,543,4,nonexistent,1.1,no,0.0,0.0,0.0
5336,44,admin.,married,university.degree,yes,yes,telephone,may,mon,398,7,nonexistent,1.1,no,1.0,1.0,0.0
5337,34,blue-collar,married,basic.6y,no,no,telephone,may,mon,158,4,nonexistent,1.1,no,0.0,0.0,0.0
5338,45,blue-collar,married,basic.9y,yes,no,telephone,may,mon,365,3,nonexistent,1.1,no,1.0,0.0,0.0
5339,30,admin.,married,university.degree,yes,no,telephone,may,mon,304,3,nonexistent,1.1,no,1.0,0.0,0.0
5340,38,blue-collar,single,basic.4y,no,no,telephone,may,mon,118,6,nonexistent,1.1,no,0.0,0.0,0.0
5341,33,technician,single,professional.course,yes,yes,telephone,may,mon,469,2,nonexistent,1.1,no,1.0,1.0,0.0
5342,31,admin.,divorced,high.school,no,no,telephone,may,mon,488,3,nonexistent,1.1,no,0.0,0.0,0.0
5343,32,management,married,high.school,no,no,telephone,may,mon,232,3,nonexistent,1.1,no,0.0,0.0,0.0
5344,24,admin.,married,basic.9y,yes,no,telephone,may,mon,764,2,nonexistent,1.1,yes,1.0,0.0,1.0
5345,55,management,married,university.degree,yes,yes,telephone,may,mon,411,3,nonexistent,1.1,no,1.0,1.0,0.0
5346,28,blue-collar,single,high.school,yes,no,telephone,may,mon,149,7,nonexistent,1.1,no,1.0,0.0,0.0
5347,37,management,divorced,high.school,yes,no,telephone,may,mon,63,3,nonexistent,1.1,no,1.0,0.0,0.0
5348,33,blue-collar,married,basic.9y,yes,no,telephone,may,mon,125,3,nonexistent,1.1,no,1.0,0.0,0.0
5349,34,technician,married,professional.course,yes,yes,telephone,may,mon,207,4,nonexistent,1.1,no,1.0,1.0,0.0
5350,36,admin.,divorced,high.school,yes,no,telephone,may,mon,84,3,nonexistent,1.1,no,1.0,0.0,0.0
5351,44,blue-collar,single,professional.course,no,no,telephone,may,mon,29,2,nonexistent,1.1,no,0.0,0.0,0.0
5352,39,blue-collar,married,basic.9y,yes,yes,telephone,may,mon,162,4,nonexistent,1.1,no,1.0,1.0,0.0
5353,31,management,single,high.school,yes,no,telephone,may,mon,159,2,nonexistent,1.1,no,1.0,0.0,0.0
5354,36,blue-collar,married,high.school,yes,no,telephone,may,mon,23,10,nonexistent,1.1,no,1.0,0.0,0.0
5355,34,admin.,married,university.degree,yes,yes,telephone,may,mon,147,6,nonexistent,1.1,no,1.0,1.0,0.0
5356,32,blue-collar,married,basic.9y,no,no,telephone,may,mon,90,5,nonexistent,1.1,no,0.0,0.0,0.0
5357,35,technician,married,professional.course,no,no,telephone,may,mon,409,2,nonexistent,1.1,no,0.0,0.0,0.0
5358,47,technician,single,university.degree,yes,yes,telephone,may,mon,118,6,nonexistent,1.1,no,1.0,1.0,0.0
5359,44,admin.,married,high.school,yes,no,telephone,may,mon,175,5,nonexistent,1.1,no,1.0,0.0,0.0
5360,38,services,married,high.school,no,no,telephone,may,mon,219,4,nonexistent,1.1,no,0.0,0.0,0.0
5361,37,services,single,high.school,no,no,telephone,may,mon,96,5,nonexistent,1.1,no,0.0,0.0,0.0
5362,57,technician,married,university.degree,no,yes,telephone,may,mon,76,5,nonexistent,1.1,no,0.0,1.0,0.0
5363,39,entrepreneur,married,basic.6y,no,no,telephone,may,mon,66,3,nonexistent,1.1,no,0.0,0.0,0.0
5364,30,services,single,high.school,no,no,telephone,may,mon,113,5,nonexistent,1.1,no,0.0,0.0,0.0
5365,31,admin.,single,university.degree,yes,yes,telephone,may,mon,232,5,nonexistent,1.1,no,1.0,1.0,0.0
5366,45,blue-collar,married,basic.9y,no,no,telephone,may,mon,129,3,nonexistent,1.1,no,0.0,0.0,0.0
5367,37,blue-collar,divorced,basic.9y,no,no,telephone,may,mon,405,4,nonexistent,1.1,no,0.0,0.0,0.0
5368,29,services,divorced,high.school,no,yes,telephone,may,mon,251,11,nonexistent,1.1,no,0.0,1.0,0.0
5369,42,blue-collar,married,basic.4y,yes,no,telephone,may,mon,128,5,nonexistent,1.1,no,1.0,0.0,0.0
5370,52,blue-collar,married,basic.4y,yes,no,telephone,may,mon,253,2,nonexistent,1.1,no,1.0,0.0,0.0
5371,53,housemaid,married,basic.4y,no,no,telephone,may,mon,245,3,nonexistent,1.1,no,0.0,0.0,0.0
5372,31,technician,single,professional.course,yes,no,telephone,may,mon,188,7,nonexistent,1.1,no,1.0,0.0,0.0
5373,32,technician,single,professional.course,no,no,telephone,may,mon,118,2,nonexistent,1.1,no,0.0,0.0,0.0
5374,47,blue-collar,married,basic.9y,yes,no,telephone,may,mon,140,2,nonexistent,1.1,no,1.0,0.0,0.0
5375,39,management,married,university.degree,no,no,telephone,may,mon,102,22,nonexistent,1.1,no,0.0,0.0,0.0
5376,38,student,single,university.degree,yes,no,telephone,may,mon,763,6,nonexistent,1.1,no,1.0,0.0,0.0
5377,30,blue-collar,married,basic.6y,no,no,telephone,may,mon,97,4,nonexistent,1.1,no,0.0,0.0,0.0
5378,32,blue-collar,married,basic.4y,no,no,telephone,may,mon,41,2,nonexistent,1.1,no,0.0,0.0,0.0
5379,27,blue-collar,married,basic.4y,yes,no,telephone,may,mon,51,5,nonexistent,1.1,no,1.0,0.0,0.0
5380,46,entrepreneur,married,basic.9y,no,no,telephone,may,mon,241,2,nonexistent,1.1,no,0.0,0.0,0.0
5381,54,retired,divorced,high.school,yes,no,telephone,may,mon,308,4,nonexistent,1.1,no,1.0,0.0,0.0
5382,35,blue-collar,married,basic.9y,yes,no,telephone,may,mon,118,2,nonexistent,1.1,no,1.0,0.0,0.0
5383,33,management,single,university.degree,no,no,telephone,may,mon,14,16,nonexistent,1.1,no,0.0,0.0,0.0
5384,37,services,divorced,high.school,yes,yes,telephone,may,mon,125,4,nonexistent,1.1,no,1.0,1.0,0.0
5385,41,blue-collar,single,high.school,yes,no,telephone,may,mon,193,5,nonexistent,1.1,no,1.0,0.0,0.0
5386,44,technician,married,professional.course,yes,no,telephone,may,mon,200,3,nonexistent,1.1,no,1.0,0.0,0.0
5387,33,technician,married,professional.course,yes,no,telephone,may,mon,349,4,nonexistent,1.1,no,1.0,0.0,0.0
5388,49,admin.,divorced,basic.9y,yes,yes,telephone,may,mon,282,3,nonexistent,1.1,no,1.0,1.0,0.0
5389,23,blue-collar,married,basic.9y,no,no,telephone,may,mon,633,1,nonexistent,1.1,no,0.0,0.0,0.0
5390,49,blue-collar,married,high.school,no,no,telephone,may,mon,560,4,nonexistent,1.1,no,0.0,0.0,0.0
5391,38,technician,married,professional.course,yes,no,telephone,may,tue,114,3,nonexistent,1.1,no,1.0,0.0,0.0
5392,37,blue-collar,married,high.school,yes,yes,telephone,may,tue,172,7,nonexistent,1.1,no,1.0,1.0,0.0
5393,39,admin.,married,professional.course,yes,no,telephone,may,tue,292,7,nonexistent,1.1,no,1.0,0.0,0.0
5394,43,blue-collar,married,basic.4y,yes,no,telephone,may,tue,269,3,nonexistent,1.1,no,1.0,0.0,0.0
5395,42,services,married,high.school,yes,yes,telephone,may,tue,220,6,nonexistent,1.1,no,1.0,1.0,0.0
5396,44,blue-collar,single,basic.6y,no,yes,telephone,may,tue,73,6,nonexistent,1.1,no,0.0,1.0,0.0
5397,40,blue-collar,married,high.school,no,yes,telephone,may,tue,121,2,nonexistent,1.1,no,0.0,1.0,0.0
5398,41,services,married,high.school,yes,no,telephone,may,tue,59,4,nonexistent,1.1,no,1.0,0.0,0.0
5399,32,management,married,university.degree,yes,no,telephone,may,tue,64,3,nonexistent,1.1,no,1.0,0.0,0.0
5400,57,admin.,married,basic.6y,yes,no,telephone,may,tue,353,3,nonexistent,1.1,no,1.0,0.0,0.0
5401,38,entrepreneur,married,university.degree,no,no,telephone,may,tue,322,5,nonexistent,1.1,no,0.0,0.0,0.0
5402,50,blue-collar,married,basic.6y,yes,yes,telephone,may,tue,67,3,nonexistent,1.1,no,1.0,1.0,0.0
5403,41,blue-collar,married,basic.4y,no,no,telephone,may,tue,163,2,nonexistent,1.1,no,0.0,0.0,0.0
5404,52,technician,divorced,university.degree,no,no,telephone,may,tue,99,3,nonexistent,1.1,no,0.0,0.0,0.0
5405,31,blue-collar,married,high.school,yes,no,telephone,may,tue,27,2,nonexistent,1.1,no,1.0,0.0,0.0
5406,34,technician,single,professional.course,yes,no,telephone,may,tue,119,2,nonexistent,1.1,no,1.0,0.0,0.0
5407,56,entrepreneur,married,university.degree,yes,no,telephone,may,tue,148,4,nonexistent,1.1,no,1.0,0.0,0.0
5408,51,admin.,single,basic.6y,no,no,telephone,may,tue,222,4,nonexistent,1.1,no,0.0,0.0,0.0
5409,40,management,married,high.school,yes,yes,telephone,may,tue,265,2,nonexistent,1.1,no,1.0,1.0,0.0
5410,39,blue-collar,married,basic.9y,yes,no,telephone,may,tue,214,2,nonexistent,1.1,no,1.0,0.0,0.0
5411,36,entrepreneur,married,university.degree,no,no,telephone,may,tue,152,2,nonexistent,1.1,no,0.0,0.0,0.0
5412,28,admin.,single,university.degree,no,no,telephone,may,tue,75,2,nonexistent,1.1,no,0.0,0.0,0.0
5413,32,management,married,high.school,yes,yes,telephone,may,tue,62,4,nonexistent,1.1,no,1.0,1.0,0.0
5414,38,blue-collar,single,high.school,no,no,telephone,may,tue,112,3,nonexistent,1.1,no,0.0,0.0,0.0
5415,46,blue-collar,married,basic.9y,yes,no,telephone,may,tue,220,6,nonexistent,1.1,no,1.0,0.0,0.0
5416,37,blue-collar,married,professional.course,yes,no,telephone,may,tue,160,6,nonexistent,1.1,no,1.0,0.0,0.0
5417,31,admin.,married,high.school,no,no,telephone,may,tue,233,1,nonexistent,1.1,no,0.0,0.0,0.0
5418,30,services,married,high.school,yes,no,telephone,may,tue,129,1,nonexistent,1.1,no,1.0,0.0,0.0
5419,34,blue-collar,married,basic.4y,yes,no,telephone,may,tue,578,2,nonexistent,1.1,no,1.0,0.0,0.0
5420,46,blue-collar,divorced,basic.6y,no,no,telephone,may,tue,183,9,nonexistent,1.1,no,0.0,0.0,0.0
5421,37,blue-collar,married,basic.4y,no,no,telephone,may,tue,565,2,nonexistent,1.1,no,0.0,0.0,0.0
5422,24,blue-collar,married,basic.9y,no,no,telephone,may,tue,154,1,nonexistent,1.1,no,0.0,0.0,0.0
5423,30,admin.,married,basic.9y,yes,yes,telephone,may,tue,125,1,nonexistent,1.1,no,1.0,1.0,0.0
5424,36,admin.,married,high.school,yes,no,telephone,may,tue,111,1,nonexistent,1.1,no,1.0,0.0,0.0
5425,48,blue-collar,married,professional.course,yes,yes,telephone,may,tue,231,1,nonexistent,1.1,no,1.0,1.0,0.0
5426,47,management,married,professional.course,no,no,telephone,may,tue,195,1,nonexistent,1.1,no,0.0,0.0,0.0
5427,39,admin.,single,university.degree,no,no,telephone,may,tue,125,3,nonexistent,1.1,no,0.0,0.0,0.0
5428,36,technician,single,high.school,yes,yes,telephone,may,tue,193,5,nonexistent,1.1,no,1.0,1.0,0.0
5429,38,housemaid,married,basic.9y,no,no,telephone,may,tue,287,4,nonexistent,1.1,no,0.0,0.0,0.0
5430,37,technician,single,high.school,yes,yes,telephone,may,tue,277,4,nonexistent,1.1,no,1.0,1.0,0.0
5431,30,technician,single,professional.course,no,no,telephone,may,tue,84,4,nonexistent,1.1,no,0.0,0.0,0.0
5432,38,admin.,married,university.degree,yes,no,telephone,may,tue,47,5,nonexistent,1.1,no,1.0,0.0,0.0
5433,37,blue-collar,married,basic.6y,yes,no,telephone,may,tue,130,2,nonexistent,1.1,no,1.0,0.0,0.0
5434,43,management,married,high.school,no,no,telephone,may,tue,24,1,nonexistent,1.1,no,0.0,0.0,0.0
5435,32,blue-collar,married,basic.9y,yes,no,telephone,may,tue,955,1,nonexistent,1.1,no,1.0,0.0,0.0
5436,35,admin.,married,high.school,yes,yes,telephone,may,tue,236,1,nonexistent,1.1,no,1.0,1.0,0.0
5437,41,services,married,university.degree,yes,no,telephone,may,tue,336,2,nonexistent,1.1,no,1.0,0.0,0.0
5438,31,technician,married,professional.course,no,no,telephone,may,tue,159,1,nonexistent,1.1,no,0.0,0.0,0.0
5439,28,blue-collar,married,basic.9y,yes,no,telephone,may,tue,180,1,nonexistent,1.1,no,1.0,0.0,0.0
5440,50,entrepreneur,married,basic.9y,no,no,telephone,may,tue,163,2,nonexistent,1.1,no,0.0,0.0,0.0
5441,35,blue-collar,married,basic.6y,no,no,telephone,may,tue,197,1,nonexistent,1.1,no,0.0,0.0,0.0
5442,39,blue-collar,married,basic.9y,no,no,telephone,may,tue,218,1,nonexistent,1.1,no,0.0,0.0,0.0
5443,40,technician,married,basic.9y,yes,no,telephone,may,tue,34,3,nonexistent,1.1,no,1.0,0.0,0.0
5444,34,admin.,single,high.school,yes,no,telephone,may,tue,386,11,nonexistent,1.1,no,1.0,0.0,0.0
5445,27,student,single,university.degree,yes,no,telephone,may,tue,154,1,nonexistent,1.1,no,1.0,0.0,0.0
5446,33,blue-collar,married,basic.9y,no,yes,telephone,may,tue,159,2,nonexistent,1.1,no,0.0,1.0,0.0
5447,39,entrepreneur,married,basic.9y,no,no,telephone,may,tue,157,2,nonexistent,1.1,no,0.0,0.0,0.0
5448,39,housemaid,married,basic.4y,yes,no,telephone,may,tue,227,3,nonexistent,1.1,no,1.0,0.0,0.0
5449,43,entrepreneur,married,basic.4y,no,no,telephone,may,tue,116,1,nonexistent,1.1,no,0.0,0.0,0.0
5450,26,technician,married,professional.course,no,no,telephone,may,tue,205,3,nonexistent,1.1,no,0.0,0.0,0.0
5451,42,services,married,professional.course,yes,no,telephone,may,tue,1205,1,nonexistent,1.1,yes,1.0,0.0,1.0
5452,36,management,married,university.degree,yes,no,telephone,may,tue,133,1,nonexistent,1.1,no,1.0,0.0,0.0
5453,40,blue-collar,married,high.school,yes,no,telephone,may,tue,59,1,nonexistent,1.1,no,1.0,0.0,0.0
5454,50,blue-collar,married,basic.4y,yes,no,telephone,may,tue,229,2,nonexistent,1.1,no,1.0,0.0,0.0
5455,46,self-employed,single,high.school,yes,no,telephone,may,tue,147,1,nonexistent,1.1,no,1.0,0.0,0.0
5456,57,retired,married,high.school,no,no,telephone,may,tue,147,1,nonexistent,1.1,no,0.0,0.0,0.0
5457,40,services,single,high.school,yes,no,telephone,may,tue,179,1,nonexistent,1.1,no,1.0,0.0,0.0
5458,28,services,single,high.school,yes,no,telephone,may,tue,185,1,nonexistent,1.1,no,1.0,0.0,0.0
5459,34,blue-collar,married,basic.9y,no,no,telephone,may,tue,427,1,nonexistent,1.1,no,0.0,0.0,0.0
5460,51,unemployed,married,professional.course,no,no,telephone,may,tue,171,3,nonexistent,1.1,no,0.0,0.0,0.0
5461,32,technician,single,high.school,yes,no,telephone,may,tue,237,1,nonexistent,1.1,no,1.0,0.0,0.0
5462,28,blue-collar,married,basic.6y,no,no,telephone,may,tue,228,1,nonexistent,1.1,no,0.0,0.0,0.0
5463,38,admin.,single,university.degree,yes,no,telephone,may,tue,269,1,nonexistent,1.1,no,1.0,0.0,0.0
5464,34,blue-collar,single,basic.9y,no,no,telephone,may,tue,156,2,nonexistent,1.1,no,0.0,0.0,0.0
5465,34,technician,married,university.degree,no,no,telephone,may,tue,162,1,nonexistent,1.1,no,0.0,0.0,0.0
5466,31,services,single,basic.9y,no,no,telephone,may,tue,674,1,nonexistent,1.1,no,0.0,0.0,0.0
5467,35,services,single,high.school,no,yes,telephone,may,tue,234,1,nonexistent,1.1,no,0.0,1.0,0.0
5468,41,blue-collar,divorced,basic.9y,no,no,telephone,may,tue,123,1,nonexistent,1.1,no,0.0,0.0,0.0
5469,29,services,married,high.school,yes,no,telephone,may,tue,275,1,nonexistent,1.1,no,1.0,0.0,0.0
5470,56,housemaid,divorced,basic.4y,no,no,telephone,may,tue,115,1,nonexistent,1.1,no,0.0,0.0,0.0
5471,29,technician,single,university.degree,yes,no,telephone,may,tue,1051,1,nonexistent,1.1,yes,1.0,0.0,1.0
5472,27,admin.,single,university.degree,yes,no,telephone,may,tue,142,1,nonexistent,1.1,no,1.0,0.0,0.0
5473,42,blue-collar,married,basic.6y,no,no,telephone,may,tue,99,1,nonexistent,1.1,no,0.0,0.0,0.0
5474,49,technician,married,professional.course,yes,no,telephone,may,tue,340,1,nonexistent,1.1,no,1.0,0.0,0.0
5475,40,blue-collar,married,basic.6y,no,no,telephone,may,tue,182,2,nonexistent,1.1,no,0.0,0.0,0.0
5476,39,housemaid,married,university.degree,yes,no,telephone,may,tue,260,1,nonexistent,1.1,no,1.0,0.0,0.0
5477,31,admin.,single,high.school,no,no,telephone,may,tue,35,1,nonexistent,1.1,no,0.0,0.0,0.0
5478,46,blue-collar,married,basic.9y,no,no,telephone,may,tue,121,1,nonexistent,1.1,no,0.0,0.0,0.0
5479,44,management,married,university.degree,yes,no,telephone,may,tue,143,1,nonexistent,1.1,no,1.0,0.0,0.0
5480,33,blue-collar,single,basic.6y,no,no,telephone,may,tue,472,1,nonexistent,1.1,no,0.0,0.0,0.0
5481,35,technician,married,professional.course,yes,yes,telephone,may,tue,207,2,nonexistent,1.1,no,1.0,1.0,0.0
5482,38,unemployed,single,high.school,yes,no,telephone,may,tue,597,3,nonexistent,1.1,no,1.0,0.0,0.0
5483,33,services,married,high.school,yes,yes,telephone,may,tue,274,1,nonexistent,1.1,no,1.0,1.0,0.0
5484,41,blue-collar,married,basic.9y,yes,no,telephone,may,tue,420,1,nonexistent,1.1,no,1.0,0.0,0.0
5485,32,blue-collar,married,professional.course,yes,no,telephone,may,tue,128,1,nonexistent,1.1,no,1.0,0.0,0.0
5486,35,entrepreneur,married,high.school,no,no,telephone,may,tue,62,4,nonexistent,1.1,no,0.0,0.0,0.0
5487,24,services,single,high.school,no,no,telephone,may,tue,185,1,nonexistent,1.1,no,0.0,0.0,0.0
5488,25,admin.,married,high.school,yes,yes,telephone,may,tue,275,4,nonexistent,1.1,no,1.0,1.0,0.0
5489,34,blue-collar,married,basic.9y,no,no,telephone,may,tue,740,1,nonexistent,1.1,yes,0.0,0.0,1.0
5490,34,technician,married,university.degree,no,no,telephone,may,tue,111,10,nonexistent,1.1,no,0.0,0.0,0.0
5491,31,admin.,divorced,high.school,no,no,telephone,may,tue,271,3,nonexistent,1.1,no,0.0,0.0,0.0
5492,38,management,married,high.school,no,no,telephone,may,tue,776,1,nonexistent,1.1,no,0.0,0.0,0.0
5493,26,admin.,single,university.degree,no,no,telephone,may,tue,90,2,nonexistent,1.1,no,0.0,0.0,0.0
5494,34,blue-collar,married,basic.6y,no,no,telephone,may,tue,299,1,nonexistent,1.1,no,0.0,0.0,0.0
5495,35,services,married,basic.9y,yes,no,telephone,may,tue,181,1,nonexistent,1.1,no,1.0,0.0,0.0
5496,29,blue-collar,single,basic.9y,yes,no,telephone,may,tue,330,2,nonexistent,1.1,no,1.0,0.0,0.0
5497,51,blue-collar,divorced,basic.6y,no,no,telephone,may,tue,518,2,nonexistent,1.1,no,0.0,0.0,0.0
5498,50,housemaid,married,basic.4y,no,no,telephone,may,tue,243,2,nonexistent,1.1,no,0.0,0.0,0.0
5499,44,technician,divorced,basic.9y,no,no,telephone,may,tue,472,1,nonexistent,1.1,no,0.0,0.0,0.0
5500,27,technician,single,professional.course,no,no,telephone,may,tue,148,1,nonexistent,1.1,no,0.0,0.0,0.0
5501,34,services,married,high.school,no,no,telephone,may,tue,514,1,nonexistent,1.1,no,0.0,0.0,0.0
5502,44,technician,divorced,basic.9y,yes,yes,telephone,may,tue,388,2,nonexistent,1.1,no,1.0,1.0,0.0
5503,43,management,married,basic.4y,yes,no,telephone,may,tue,224,1,nonexistent,1.1,no,1.0,0.0,0.0
5504,37,unemployed,married,professional.course,no,no,telephone,may,tue,118,1,nonexistent,1.1,no,0.0,0.0,0.0
5505,45,services,married,basic.9y,no,no,telephone,may,tue,255,1,nonexistent,1.1,no,0.0,0.0,0.0
5506,30,technician,single,professional.course,no,no,telephone,may,tue,70,3,nonexistent,1.1,no,0.0,0.0,0.0
5507,43,entrepreneur,married,basic.4y,yes,no,telephone,may,tue,296,2,nonexistent,1.1,no,1.0,0.0,0.0
5508,43,blue-collar,married,basic.9y,no,no,telephone,may,tue,550,1,nonexistent,1.1,no,0.0,0.0,0.0
5509,47,services,divorced,high.school,yes,no,telephone,may,tue,313,1,nonexistent,1.1,no,1.0,0.0,0.0
5510,53,housemaid,married,basic.4y,yes,no,telephone,may,tue,257,1,nonexistent,1.1,no,1.0,0.0,0.0
5511,45,blue-collar,married,basic.4y,yes,no,telephone,may,tue,243,2,nonexistent,1.1,no,1.0,0.0,0.0
5512,47,blue-collar,married,basic.4y,yes,no,telephone,may,tue,77,1,nonexistent,1.1,no,1.0,0.0,0.0
5513,37,technician,single,university.degree,yes,no,telephone,may,tue,114,1,nonexistent,1.1,no,1.0,0.0,0.0
5514,41,blue-collar,married,basic.9y,no,no,telephone,may,tue,73,2,nonexistent,1.1,no,0.0,0.0,0.0
5515,48,blue-collar,married,basic.4y,no,no,telephone,may,tue,86,1,nonexistent,1.1,no,0.0,0.0,0.0
5516,26,technician,single,professional.course,no,no,telephone,may,tue,126,1,nonexistent,1.1,no,0.0,0.0,0.0
5517,31,entrepreneur,divorced,high.school,yes,no,telephone,may,tue,168,1,nonexistent,1.1,no,1.0,0.0,0.0
5518,36,services,single,high.school,yes,yes,telephone,may,tue,188,1,nonexistent,1.1,no,1.0,1.0,0.0
5519,46,housemaid,married,basic.4y,no,no,telephone,may,tue,106,2,nonexistent,1.1,no,0.0,0.0,0.0
5520,50,admin.,divorced,high.school,no,no,telephone,may,tue,45,1,nonexistent,1.1,no,0.0,0.0,0.0
5521,45,admin.,married,basic.6y,yes,yes,telephone,may,tue,25,1,nonexistent,1.1,no,1.0,1.0,0.0
5522,45,admin.,married,basic.6y,yes,no,telephone,may,tue,114,1,nonexistent,1.1,no,1.0,0.0,0.0
5523,33,entrepreneur,married,basic.9y,no,no,telephone,may,tue,82,1,nonexistent,1.1,no,0.0,0.0,0.0
5524,29,admin.,single,university.degree,yes,no,telephone,may,tue,33,1,nonexistent,1.1,no,1.0,0.0,0.0
5525,26,technician,single,professional.course,no,no,telephone,may,tue,446,1,nonexistent,1.1,no,0.0,0.0,0.0
5526,57,self-employed,married,basic.9y,yes,yes,telephone,may,tue,122,1,nonexistent,1.1,no,1.0,1.0,0.0
5527,45,technician,single,professional.course,yes,no,telephone,may,tue,121,4,nonexistent,1.1,no,1.0,0.0,0.0
5528,46,services,divorced,high.school,yes,no,telephone,may,tue,78,1,nonexistent,1.1,no,1.0,0.0,0.0
5529,39,blue-collar,married,basic.4y,no,no,telephone,may,tue,70,2,nonexistent,1.1,no,0.0,0.0,0.0
5530,37,blue-collar,single,professional.course,yes,no,telephone,may,tue,213,2,nonexistent,1.1,no,1.0,0.0,0.0
5531,46,blue-collar,married,basic.4y,no,no,telephone,may,tue,115,1,nonexistent,1.1,no,0.0,0.0,0.0
5532,42,admin.,divorced,university.degree,no,no,telephone,may,tue,305,1,nonexistent,1.1,no,0.0,0.0,0.0
