,age,marital_v,education_v,contact_v,poutcome_v,has_subscribed_yes
6360,34,2.0,4.0,0.0,0.0,0.0
6361,40,2.0,3.0,0.0,0.0,0.0
6362,52,0.0,3.0,0.0,0.0,0.0
6363,29,2.0,6.0,0.0,0.0,0.0
6364,42,0.0,4.0,0.0,0.0,0.0
6365,37,2.0,4.0,0.0,0.0,0.0
6366,39,2.0,1.0,0.0,0.0,0.0
6367,28,2.0,3.0,0.0,0.0,0.0
6368,35,2.0,4.0,0.0,0.0,0.0
6369,37,2.0,5.0,0.0,0.0,0.0
6370,34,2.0,5.0,0.0,0.0,0.0
6371,37,2.0,3.0,0.0,0.0,0.0
6372,42,1.0,3.0,0.0,0.0,0.0
6373,42,2.0,1.0,0.0,0.0,0.0
6374,58,2.0,5.0,0.0,0.0,0.0
6375,28,2.0,3.0,0.0,0.0,1.0
6376,38,0.0,3.0,0.0,0.0,0.0
6377,38,2.0,6.0,0.0,0.0,0.0
6378,34,0.0,3.0,0.0,0.0,0.0
6379,45,2.0,3.0,0.0,0.0,0.0
6380,53,2.0,6.0,0.0,0.0,0.0
6381,50,2.0,1.0,0.0,0.0,0.0
6382,30,0.0,3.0,0.0,0.0,0.0
6383,38,1.0,5.0,0.0,0.0,1.0
6384,36,2.0,5.0,0.0,0.0,0.0
6385,46,2.0,1.0,0.0,0.0,0.0
6386,42,1.0,4.0,0.0,0.0,0.0
6387,32,2.0,6.0,0.0,0.0,0.0
6388,38,2.0,3.0,0.0,0.0,0.0
6389,51,2.0,5.0,0.0,0.0,0.0
6390,45,1.0,4.0,0.0,0.0,0.0
6391,44,0.0,3.0,0.0,0.0,0.0
6392,48,2.0,4.0,0.0,0.0,0.0
6393,46,1.0,3.0,0.0,0.0,0.0
6394,43,2.0,6.0,0.0,0.0,0.0
6395,49,2.0,1.0,0.0,0.0,0.0
6396,44,2.0,6.0,0.0,0.0,0.0
6397,56,1.0,1.0,0.0,0.0,0.0
6398,34,2.0,4.0,0.0,0.0,1.0
6399,59,2.0,6.0,0.0,0.0,0.0
6400,57,2.0,1.0,0.0,0.0,0.0
6401,40,2.0,3.0,0.0,0.0,0.0
6402,43,2.0,1.0,0.0,0.0,0.0
6403,41,2.0,4.0,0.0,0.0,0.0
6404,37,2.0,4.0,0.0,0.0,0.0
6405,48,1.0,4.0,0.0,0.0,0.0
6406,32,2.0,5.0,0.0,0.0,0.0
6407,47,0.0,6.0,0.0,0.0,0.0
6408,45,2.0,3.0,0.0,0.0,0.0
6409,43,0.0,1.0,0.0,0.0,0.0
6410,32,2.0,5.0,0.0,0.0,0.0
6411,48,2.0,2.0,0.0,0.0,0.0
6412,46,2.0,3.0,0.0,0.0,0.0
6413,50,2.0,4.0,0.0,0.0,0.0
6414,41,2.0,4.0,0.0,0.0,0.0
6415,42,2.0,6.0,0.0,0.0,0.0
6416,31,2.0,6.0,0.0,0.0,0.0
6417,40,2.0,5.0,0.0,0.0,0.0
6418,37,2.0,5.0,0.0,0.0,1.0
6419,37,0.0,5.0,0.0,0.0,0.0
6420,41,2.0,6.0,0.0,0.0,0.0
6421,57,2.0,1.0,0.0,0.0,0.0
6422,33,2.0,6.0,0.0,0.0,0.0
6423,36,2.0,6.0,0.0,0.0,0.0
6424,39,2.0,5.0,0.0,0.0,0.0
6425,40,2.0,4.0,0.0,0.0,0.0
6426,31,2.0,6.0,0.0,0.0,0.0
6427,34,2.0,6.0,0.0,0.0,0.0
6428,42,2.0,6.0,0.0,0.0,0.0
6429,59,1.0,1.0,0.0,0.0,0.0
6430,52,2.0,2.0,0.0,0.0,0.0
6431,30,1.0,3.0,0.0,0.0,0.0
6432,52,0.0,5.0,0.0,0.0,0.0
6433,30,1.0,3.0,0.0,0.0,0.0
6434,38,2.0,4.0,0.0,0.0,0.0
6435,44,0.0,1.0,0.0,0.0,0.0
6436,47,2.0,3.0,0.0,0.0,0.0
6437,38,2.0,2.0,0.0,0.0,0.0
6438,41,2.0,1.0,0.0,0.0,0.0
6439,48,2.0,6.0,0.0,0.0,0.0
6440,31,0.0,4.0,0.0,0.0,0.0
6441,52,1.0,4.0,0.0,0.0,0.0
6442,43,2.0,1.0,0.0,0.0,0.0
6443,46,2.0,5.0,0.0,0.0,0.0
6444,34,0.0,6.0,0.0,0.0,0.0
6445,35,2.0,2.0,0.0,0.0,0.0
6446,29,1.0,3.0,0.0,0.0,0.0
6447,55,1.0,6.0,0.0,0.0,0.0
6448,24,2.0,6.0,0.0,0.0,0.0
6449,29,0.0,4.0,0.0,0.0,0.0
6450,39,0.0,2.0,0.0,0.0,0.0
6451,30,2.0,4.0,0.0,0.0,0.0
6452,30,0.0,5.0,0.0,0.0,0.0
6453,33,2.0,3.0,0.0,0.0,0.0
6454,38,2.0,4.0,0.0,0.0,0.0
6455,41,2.0,3.0,0.0,0.0,0.0
6456,41,2.0,1.0,0.0,0.0,0.0
6457,40,0.0,6.0,0.0,0.0,0.0
6458,38,2.0,4.0,0.0,0.0,0.0
6459,28,1.0,5.0,0.0,0.0,0.0
6460,33,0.0,6.0,0.0,0.0,0.0
6461,31,1.0,4.0,0.0,0.0,1.0
6462,41,2.0,6.0,0.0,0.0,0.0
6463,47,2.0,1.0,0.0,0.0,0.0
6464,38,2.0,5.0,0.0,0.0,0.0
6465,57,2.0,4.0,0.0,0.0,0.0
6466,56,1.0,3.0,0.0,0.0,0.0
6467,28,1.0,4.0,0.0,0.0,0.0
6468,28,2.0,3.0,0.0,0.0,0.0
6469,51,2.0,3.0,0.0,0.0,0.0
6470,41,2.0,6.0,0.0,0.0,0.0
6471,56,2.0,4.0,0.0,0.0,0.0
6472,41,2.0,3.0,0.0,0.0,0.0
6473,26,2.0,4.0,0.0,0.0,0.0
6474,44,1.0,4.0,0.0,0.0,0.0
6475,42,2.0,2.0,0.0,0.0,0.0
6476,35,0.0,6.0,0.0,0.0,0.0
6477,28,0.0,6.0,0.0,0.0,0.0
6478,30,0.0,6.0,0.0,0.0,0.0
6479,45,1.0,5.0,0.0,0.0,0.0
6480,33,2.0,4.0,0.0,0.0,0.0
6481,36,2.0,4.0,0.0,0.0,0.0
6482,41,2.0,3.0,0.0,0.0,0.0
6483,47,2.0,1.0,0.0,0.0,0.0
6484,36,0.0,4.0,0.0,0.0,0.0
6485,52,2.0,3.0,0.0,0.0,0.0
6486,28,2.0,1.0,0.0,0.0,0.0
6487,26,2.0,6.0,0.0,0.0,0.0
6488,36,2.0,4.0,0.0,0.0,0.0
6489,38,2.0,4.0,0.0,0.0,0.0
6490,36,2.0,4.0,0.0,0.0,0.0
6491,39,2.0,4.0,0.0,0.0,0.0
6492,35,2.0,3.0,0.0,0.0,0.0
6493,37,2.0,6.0,0.0,0.0,0.0
6494,38,2.0,4.0,0.0,0.0,0.0
6495,45,2.0,5.0,0.0,0.0,0.0
6496,33,1.0,3.0,0.0,0.0,0.0
6497,34,2.0,6.0,0.0,0.0,0.0
6498,31,2.0,3.0,0.0,0.0,1.0
6499,58,2.0,1.0,0.0,0.0,0.0
6500,40,2.0,4.0,0.0,0.0,0.0
6501,46,1.0,6.0,0.0,0.0,0.0
6502,39,0.0,6.0,0.0,0.0,0.0
6503,40,2.0,1.0,0.0,0.0,0.0
6504,34,1.0,5.0,0.0,0.0,0.0
6505,36,1.0,5.0,0.0,0.0,0.0
6506,30,2.0,6.0,0.0,0.0,0.0
6507,50,1.0,1.0,0.0,0.0,0.0
6508,42,2.0,6.0,0.0,0.0,0.0
6509,45,2.0,2.0,0.0,0.0,0.0
6510,59,2.0,3.0,0.0,0.0,0.0
6511,59,2.0,3.0,0.0,0.0,0.0
6512,51,2.0,4.0,0.0,0.0,0.0
6513,49,2.0,5.0,0.0,0.0,0.0
6514,44,2.0,3.0,0.0,0.0,0.0
6515,30,0.0,1.0,0.0,0.0,0.0
6516,39,2.0,4.0,0.0,0.0,0.0
6517,35,2.0,6.0,0.0,0.0,0.0
6518,59,2.0,6.0,0.0,0.0,0.0
6519,59,2.0,6.0,0.0,0.0,0.0
6520,43,2.0,3.0,0.0,0.0,0.0
6521,29,0.0,4.0,0.0,0.0,0.0
6522,56,2.0,1.0,0.0,0.0,0.0
6523,41,2.0,6.0,0.0,0.0,0.0
6524,47,1.0,4.0,0.0,0.0,0.0
6525,49,2.0,4.0,0.0,0.0,0.0
6526,43,2.0,3.0,0.0,0.0,0.0
6527,34,2.0,4.0,0.0,0.0,0.0
6528,31,2.0,4.0,0.0,0.0,0.0
6529,60,0.0,4.0,0.0,0.0,0.0
6530,29,2.0,6.0,0.0,0.0,0.0
6531,34,2.0,5.0,0.0,0.0,0.0
6532,54,2.0,3.0,0.0,0.0,0.0
6533,31,2.0,3.0,0.0,0.0,0.0
6534,45,2.0,3.0,0.0,0.0,0.0
6535,51,0.0,4.0,0.0,0.0,0.0
6536,40,0.0,4.0,0.0,0.0,1.0
6537,37,2.0,6.0,0.0,0.0,1.0
6538,37,0.0,4.0,0.0,0.0,0.0
6539,36,2.0,6.0,0.0,0.0,0.0
6540,35,2.0,6.0,0.0,0.0,0.0
6541,34,1.0,3.0,0.0,0.0,0.0
6542,42,2.0,2.0,0.0,0.0,0.0
6543,55,2.0,5.0,0.0,0.0,0.0
6544,40,0.0,6.0,0.0,0.0,0.0
6545,50,2.0,3.0,0.0,0.0,0.0
6546,31,2.0,3.0,0.0,0.0,0.0
6547,50,1.0,3.0,0.0,0.0,0.0
6548,51,2.0,6.0,0.0,0.0,0.0
6549,46,2.0,6.0,0.0,0.0,0.0
6550,44,2.0,1.0,0.0,0.0,0.0
6551,57,1.0,6.0,0.0,0.0,0.0
6552,30,2.0,6.0,0.0,0.0,0.0
6553,54,2.0,6.0,0.0,0.0,0.0
6554,54,1.0,1.0,0.0,0.0,0.0
6555,24,0.0,4.0,0.0,0.0,0.0
6556,45,1.0,6.0,0.0,0.0,0.0
6557,49,2.0,5.0,0.0,0.0,0.0
6558,36,0.0,6.0,0.0,0.0,1.0
6559,31,2.0,4.0,0.0,0.0,0.0
6560,36,2.0,6.0,0.0,0.0,0.0
6561,51,2.0,2.0,0.0,0.0,0.0
6562,48,1.0,1.0,0.0,0.0,0.0
6563,51,2.0,2.0,0.0,0.0,0.0
6564,41,2.0,5.0,0.0,0.0,0.0
6565,37,0.0,5.0,0.0,0.0,0.0
6566,46,2.0,1.0,0.0,0.0,0.0
6567,54,2.0,1.0,0.0,0.0,0.0
6568,52,0.0,6.0,0.0,0.0,0.0
6569,30,2.0,6.0,0.0,0.0,0.0
6570,30,2.0,3.0,0.0,0.0,0.0
6571,42,2.0,4.0,0.0,0.0,0.0
6572,37,0.0,6.0,0.0,0.0,0.0
6573,34,2.0,3.0,0.0,0.0,0.0
6574,49,2.0,1.0,0.0,0.0,0.0
6575,53,2.0,1.0,0.0,0.0,0.0
6576,30,0.0,6.0,0.0,0.0,0.0
6577,41,0.0,6.0,0.0,0.0,0.0
6578,35,2.0,1.0,0.0,0.0,0.0
6579,55,0.0,3.0,0.0,0.0,0.0
6580,27,2.0,1.0,0.0,0.0,0.0
6581,30,0.0,6.0,0.0,0.0,0.0
6582,33,0.0,1.0,0.0,0.0,0.0
6583,33,2.0,4.0,0.0,0.0,0.0
6584,49,2.0,2.0,0.0,0.0,0.0
6585,39,2.0,1.0,0.0,0.0,0.0
6586,25,2.0,6.0,0.0,0.0,0.0
6587,35,2.0,6.0,0.0,0.0,0.0
6588,37,2.0,5.0,0.0,0.0,0.0
6589,34,2.0,5.0,0.0,0.0,0.0
6590,32,2.0,3.0,0.0,0.0,0.0
6591,38,0.0,4.0,0.0,0.0,0.0
6592,37,0.0,6.0,0.0,0.0,0.0
6593,31,0.0,4.0,0.0,0.0,0.0
6594,45,2.0,3.0,0.0,0.0,0.0
6595,35,0.0,6.0,0.0,0.0,0.0
6596,31,2.0,3.0,0.0,0.0,0.0
6597,41,2.0,2.0,0.0,0.0,0.0
6598,29,2.0,6.0,0.0,0.0,0.0
6599,50,2.0,1.0,0.0,0.0,0.0
6600,56,2.0,5.0,0.0,0.0,0.0
6601,50,2.0,3.0,0.0,0.0,0.0
6602,25,0.0,6.0,0.0,0.0,0.0
6603,29,0.0,4.0,0.0,0.0,0.0
6604,37,1.0,3.0,0.0,0.0,0.0
6605,33,0.0,6.0,0.0,0.0,0.0
6606,41,0.0,5.0,0.0,0.0,0.0
6607,44,1.0,2.0,0.0,0.0,0.0
6608,34,0.0,1.0,0.0,0.0,0.0
6609,38,0.0,3.0,0.0,0.0,0.0
6610,37,2.0,4.0,0.0,0.0,0.0
6611,35,2.0,1.0,0.0,0.0,0.0
6612,52,2.0,4.0,0.0,0.0,0.0
6613,40,2.0,4.0,0.0,0.0,0.0
6614,43,2.0,6.0,0.0,0.0,0.0
6615,25,0.0,4.0,0.0,0.0,0.0
6616,53,2.0,4.0,0.0,0.0,0.0
6617,36,2.0,3.0,0.0,0.0,0.0
6618,59,2.0,4.0,0.0,0.0,0.0
6619,46,2.0,5.0,0.0,0.0,0.0
6620,57,0.0,4.0,0.0,0.0,0.0
6621,45,2.0,6.0,0.0,0.0,0.0
6622,36,2.0,6.0,0.0,0.0,0.0
6623,37,2.0,6.0,0.0,0.0,0.0
6624,31,2.0,5.0,0.0,0.0,0.0
6625,28,2.0,4.0,0.0,0.0,0.0
6626,52,2.0,1.0,0.0,0.0,0.0
6627,59,2.0,3.0,0.0,0.0,0.0
6628,59,2.0,6.0,0.0,0.0,0.0
6629,38,2.0,1.0,0.0,0.0,0.0
6630,36,2.0,3.0,0.0,0.0,0.0
6631,58,2.0,1.0,0.0,0.0,0.0
6632,35,2.0,4.0,0.0,0.0,0.0
6633,32,0.0,6.0,0.0,0.0,0.0
6634,27,0.0,4.0,0.0,0.0,0.0
6635,34,2.0,6.0,0.0,0.0,0.0
6636,50,2.0,1.0,0.0,0.0,0.0
6637,32,1.0,6.0,0.0,0.0,0.0
6638,37,0.0,6.0,0.0,0.0,1.0
6639,33,2.0,6.0,0.0,0.0,0.0
6640,46,2.0,2.0,0.0,0.0,0.0
6641,40,2.0,1.0,0.0,0.0,0.0
6642,51,2.0,1.0,0.0,0.0,0.0
6643,39,2.0,2.0,0.0,0.0,0.0
6644,42,2.0,1.0,0.0,0.0,0.0
6645,52,2.0,1.0,0.0,0.0,0.0
6646,37,2.0,6.0,0.0,0.0,0.0
6647,36,2.0,6.0,0.0,0.0,0.0
6648,35,2.0,3.0,0.0,0.0,0.0
6649,41,2.0,1.0,0.0,0.0,0.0
6650,33,0.0,4.0,0.0,0.0,0.0
6651,29,2.0,6.0,0.0,0.0,0.0
6652,46,2.0,1.0,0.0,0.0,0.0
6653,30,2.0,3.0,0.0,0.0,0.0
6654,55,2.0,6.0,0.0,0.0,0.0
6655,42,0.0,6.0,0.0,0.0,1.0
6656,48,2.0,4.0,0.0,0.0,0.0
6657,32,2.0,4.0,0.0,0.0,0.0
6658,56,1.0,3.0,0.0,0.0,0.0
6659,48,2.0,5.0,0.0,0.0,0.0
6660,40,2.0,3.0,0.0,0.0,0.0
6661,38,0.0,6.0,0.0,0.0,0.0
6662,38,0.0,2.0,0.0,0.0,0.0
6663,41,2.0,5.0,0.0,0.0,0.0
6664,39,2.0,2.0,0.0,0.0,0.0
6665,45,2.0,3.0,0.0,0.0,0.0
6666,46,2.0,1.0,0.0,0.0,0.0
6667,54,2.0,6.0,0.0,0.0,0.0
6668,29,0.0,1.0,0.0,0.0,0.0
6669,51,2.0,3.0,0.0,0.0,0.0
6670,41,2.0,3.0,0.0,0.0,0.0
6671,54,0.0,1.0,0.0,0.0,0.0
6672,31,1.0,6.0,0.0,0.0,0.0
6673,54,2.0,6.0,0.0,0.0,0.0
6674,54,1.0,6.0,0.0,0.0,0.0
6675,36,1.0,4.0,0.0,0.0,0.0
6676,31,2.0,6.0,0.0,0.0,0.0
6677,30,0.0,6.0,0.0,0.0,1.0
6678,58,2.0,3.0,0.0,0.0,1.0
6679,55,2.0,4.0,0.0,0.0,0.0
6680,37,0.0,3.0,0.0,0.0,0.0
6681,55,2.0,6.0,0.0,0.0,0.0
6682,30,2.0,3.0,0.0,0.0,0.0
6683,39,2.0,1.0,0.0,0.0,0.0
6684,27,0.0,5.0,0.0,0.0,0.0
6685,34,2.0,2.0,0.0,0.0,0.0
6686,53,2.0,4.0,0.0,0.0,0.0
6687,52,2.0,3.0,0.0,0.0,0.0
6688,51,1.0,1.0,0.0,0.0,0.0
6689,49,2.0,3.0,0.0,0.0,0.0
6690,37,2.0,3.0,0.0,0.0,0.0
6691,53,2.0,1.0,0.0,0.0,0.0
6692,53,0.0,1.0,0.0,0.0,0.0
6693,59,2.0,1.0,0.0,0.0,0.0
6694,55,1.0,6.0,0.0,0.0,0.0
6695,34,2.0,3.0,0.0,0.0,0.0
6696,37,2.0,4.0,0.0,0.0,0.0
6697,50,0.0,1.0,0.0,0.0,0.0
6698,35,2.0,4.0,0.0,0.0,0.0
6699,28,0.0,4.0,0.0,0.0,0.0
6700,36,2.0,6.0,0.0,0.0,0.0
6701,37,2.0,6.0,0.0,0.0,0.0
6702,35,0.0,4.0,0.0,0.0,0.0
6703,26,0.0,5.0,0.0,0.0,0.0
6704,32,2.0,4.0,0.0,0.0,0.0
6705,32,2.0,2.0,0.0,0.0,0.0
6706,59,0.0,6.0,0.0,0.0,0.0
6707,45,2.0,2.0,0.0,0.0,0.0
6708,30,0.0,4.0,0.0,0.0,0.0
6709,27,2.0,1.0,0.0,0.0,0.0
6710,48,1.0,4.0,0.0,0.0,0.0
6711,59,2.0,1.0,0.0,0.0,0.0
6712,35,2.0,3.0,0.0,0.0,0.0
6713,35,0.0,6.0,0.0,0.0,0.0
6714,37,2.0,1.0,0.0,0.0,0.0
6715,38,2.0,4.0,0.0,0.0,0.0
6716,39,2.0,3.0,0.0,0.0,0.0
6717,57,2.0,6.0,0.0,0.0,0.0
6718,42,0.0,1.0,0.0,0.0,0.0
6719,25,0.0,4.0,0.0,0.0,0.0
6720,54,2.0,5.0,0.0,0.0,0.0
6721,46,2.0,3.0,0.0,0.0,0.0
6722,34,2.0,1.0,0.0,0.0,0.0
6723,44,2.0,4.0,0.0,0.0,0.0
6724,42,2.0,5.0,0.0,0.0,0.0
6725,42,2.0,5.0,0.0,0.0,0.0
6726,58,2.0,1.0,0.0,0.0,0.0
6727,41,2.0,3.0,0.0,0.0,0.0
6728,41,0.0,4.0,0.0,0.0,0.0
6729,48,2.0,2.0,0.0,0.0,0.0
6730,33,0.0,3.0,0.0,0.0,0.0
6731,58,2.0,1.0,0.0,0.0,0.0
6732,42,0.0,3.0,0.0,0.0,0.0
6733,52,2.0,6.0,0.0,0.0,0.0
6734,31,0.0,6.0,0.0,0.0,0.0
6735,39,0.0,6.0,0.0,0.0,0.0
6736,35,2.0,1.0,0.0,0.0,0.0
6737,28,2.0,4.0,0.0,0.0,0.0
6738,32,0.0,3.0,0.0,0.0,0.0
6739,37,0.0,6.0,0.0,0.0,0.0
6740,36,0.0,3.0,0.0,0.0,0.0
6741,51,2.0,2.0,0.0,0.0,0.0
6742,34,2.0,4.0,0.0,0.0,0.0
6743,40,2.0,4.0,0.0,0.0,0.0
6744,47,2.0,3.0,0.0,0.0,0.0
6745,43,2.0,6.0,0.0,0.0,0.0
6746,34,1.0,4.0,0.0,0.0,1.0
6747,30,2.0,6.0,0.0,0.0,0.0
6748,35,1.0,3.0,0.0,0.0,0.0
6749,45,2.0,5.0,0.0,0.0,0.0
6750,52,2.0,1.0,0.0,0.0,0.0
6751,26,0.0,4.0,0.0,0.0,0.0
6752,36,0.0,6.0,0.0,0.0,0.0
6753,42,0.0,6.0,0.0,0.0,0.0
6754,30,2.0,4.0,0.0,0.0,0.0
6755,35,0.0,3.0,0.0,0.0,0.0
6756,33,2.0,6.0,0.0,0.0,0.0
6757,38,2.0,3.0,0.0,0.0,0.0
6758,34,0.0,6.0,0.0,0.0,0.0
6759,28,0.0,3.0,0.0,0.0,0.0
6760,33,2.0,6.0,0.0,0.0,0.0
6761,39,2.0,6.0,0.0,0.0,0.0
6762,26,0.0,3.0,0.0,0.0,0.0
6763,36,2.0,4.0,0.0,0.0,0.0
6764,35,0.0,4.0,0.0,0.0,0.0
6765,33,2.0,2.0,0.0,0.0,0.0
6766,34,2.0,4.0,0.0,0.0,0.0
6767,27,0.0,6.0,0.0,0.0,0.0
6768,41,0.0,4.0,0.0,0.0,0.0
6769,34,2.0,3.0,0.0,0.0,0.0
6770,25,2.0,6.0,0.0,0.0,0.0
6771,50,2.0,6.0,0.0,0.0,0.0
6772,25,2.0,2.0,0.0,0.0,0.0
6773,26,2.0,4.0,0.0,0.0,0.0
6774,37,1.0,6.0,0.0,0.0,0.0
6775,49,2.0,6.0,0.0,0.0,0.0
6776,37,2.0,3.0,0.0,0.0,0.0
6777,32,0.0,4.0,0.0,0.0,0.0
6778,50,2.0,1.0,0.0,0.0,0.0
6779,51,2.0,4.0,0.0,0.0,0.0
6780,49,2.0,4.0,0.0,0.0,0.0
6781,40,2.0,4.0,0.0,0.0,1.0
6782,38,0.0,6.0,0.0,0.0,0.0
6783,52,2.0,6.0,0.0,0.0,0.0
6784,34,2.0,4.0,0.0,0.0,0.0
6785,44,1.0,6.0,0.0,0.0,0.0
6786,48,2.0,2.0,0.0,0.0,1.0
6787,26,2.0,2.0,0.0,0.0,0.0
6788,31,2.0,3.0,0.0,0.0,0.0
6789,58,2.0,1.0,0.0,0.0,0.0
6790,37,2.0,3.0,0.0,0.0,0.0
6791,43,2.0,1.0,0.0,0.0,0.0
6792,37,0.0,6.0,0.0,0.0,0.0
6793,37,0.0,6.0,0.0,0.0,0.0
6794,35,0.0,4.0,0.0,0.0,0.0
6795,30,0.0,1.0,0.0,0.0,0.0
6796,34,2.0,4.0,0.0,0.0,0.0
6797,30,2.0,4.0,0.0,0.0,0.0
6798,38,2.0,4.0,0.0,0.0,0.0
6799,30,2.0,6.0,0.0,0.0,1.0
6800,25,0.0,5.0,0.0,0.0,0.0
6801,41,1.0,4.0,0.0,0.0,0.0
6802,25,0.0,4.0,0.0,0.0,0.0
6803,26,2.0,5.0,0.0,0.0,0.0
6804,37,2.0,6.0,0.0,0.0,0.0
6805,44,1.0,3.0,0.0,0.0,0.0
6806,39,2.0,5.0,0.0,0.0,0.0
6807,49,1.0,4.0,0.0,0.0,0.0
6808,41,2.0,4.0,0.0,0.0,0.0
6809,33,2.0,4.0,0.0,0.0,0.0
6810,30,2.0,6.0,0.0,0.0,0.0
6811,33,2.0,3.0,0.0,0.0,0.0
6812,35,2.0,1.0,0.0,0.0,0.0
6813,40,2.0,6.0,0.0,0.0,0.0
6814,43,1.0,1.0,0.0,0.0,1.0
6815,39,2.0,6.0,0.0,0.0,0.0
6816,32,0.0,6.0,0.0,0.0,0.0
6817,45,1.0,3.0,0.0,0.0,0.0
6818,29,2.0,5.0,0.0,0.0,0.0
6819,36,2.0,4.0,0.0,0.0,0.0
6820,35,1.0,3.0,0.0,0.0,0.0
6821,25,2.0,3.0,0.0,0.0,1.0
6822,27,0.0,4.0,0.0,0.0,1.0
6823,40,2.0,4.0,0.0,0.0,0.0
6824,46,2.0,1.0,0.0,0.0,0.0
6825,30,0.0,5.0,0.0,0.0,0.0
6826,36,2.0,4.0,0.0,0.0,0.0
6827,32,2.0,5.0,0.0,0.0,0.0
6828,43,2.0,1.0,0.0,0.0,0.0
6829,26,0.0,3.0,0.0,0.0,0.0
6830,56,2.0,1.0,0.0,0.0,0.0
6831,32,2.0,3.0,0.0,0.0,0.0
6832,43,2.0,1.0,0.0,0.0,0.0
6833,40,1.0,6.0,0.0,0.0,0.0
6834,30,2.0,1.0,0.0,0.0,0.0
6835,26,2.0,4.0,0.0,0.0,0.0
6836,42,1.0,4.0,0.0,0.0,0.0
6837,32,2.0,1.0,0.0,0.0,0.0
6838,33,2.0,6.0,0.0,0.0,0.0
6839,42,2.0,3.0,0.0,0.0,0.0
6840,43,2.0,6.0,0.0,0.0,0.0
6841,26,0.0,4.0,0.0,0.0,0.0
6842,41,2.0,1.0,0.0,0.0,0.0
6843,39,2.0,5.0,0.0,0.0,0.0
6844,48,2.0,5.0,0.0,0.0,0.0
6845,47,2.0,2.0,0.0,0.0,1.0
6846,41,2.0,6.0,0.0,0.0,0.0
6847,37,0.0,3.0,0.0,0.0,0.0
6848,60,2.0,4.0,0.0,0.0,0.0
6849,24,0.0,5.0,0.0,0.0,0.0
6850,44,2.0,1.0,0.0,0.0,0.0
6851,30,2.0,4.0,0.0,0.0,0.0
6852,50,2.0,5.0,0.0,0.0,1.0
6853,30,2.0,3.0,0.0,0.0,0.0
6854,30,2.0,4.0,0.0,0.0,0.0
6855,27,0.0,4.0,0.0,0.0,0.0
6856,53,2.0,5.0,0.0,0.0,0.0
6857,53,2.0,5.0,0.0,0.0,0.0
6858,57,1.0,4.0,0.0,0.0,0.0
6859,31,2.0,4.0,0.0,0.0,1.0
6860,44,2.0,5.0,0.0,0.0,0.0
6861,47,0.0,6.0,0.0,0.0,0.0
6862,28,0.0,5.0,0.0,0.0,0.0
6863,44,2.0,4.0,0.0,0.0,0.0
6864,46,1.0,1.0,0.0,0.0,0.0
6865,38,0.0,3.0,0.0,0.0,0.0
6866,29,2.0,6.0,0.0,0.0,0.0
6867,46,1.0,3.0,0.0,0.0,0.0
6868,41,1.0,4.0,0.0,0.0,0.0
6869,38,0.0,3.0,0.0,0.0,0.0
6870,24,2.0,3.0,0.0,0.0,0.0
6871,37,2.0,4.0,0.0,0.0,0.0
6872,60,2.0,1.0,0.0,0.0,0.0
6873,38,2.0,5.0,0.0,0.0,0.0
6874,47,2.0,6.0,0.0,0.0,0.0
6875,55,2.0,6.0,0.0,0.0,0.0
6876,31,2.0,3.0,0.0,0.0,0.0
6877,37,1.0,4.0,0.0,0.0,0.0
6878,46,2.0,6.0,0.0,0.0,0.0
6879,39,2.0,6.0,0.0,0.0,0.0
6880,46,2.0,3.0,0.0,0.0,0.0
6881,43,2.0,6.0,0.0,0.0,0.0
6882,28,0.0,4.0,0.0,0.0,0.0
6883,53,2.0,6.0,0.0,0.0,0.0
6884,28,0.0,4.0,0.0,0.0,0.0
6885,33,2.0,4.0,0.0,0.0,0.0
6886,36,2.0,3.0,0.0,0.0,0.0
6887,59,1.0,4.0,0.0,0.0,0.0
6888,36,0.0,2.0,0.0,0.0,0.0
6889,43,2.0,3.0,0.0,0.0,0.0
6890,49,2.0,1.0,0.0,0.0,0.0
6891,36,2.0,3.0,0.0,0.0,0.0
6892,32,0.0,6.0,0.0,0.0,0.0
6893,49,0.0,3.0,0.0,0.0,0.0
6894,34,2.0,6.0,0.0,0.0,0.0
6895,37,0.0,6.0,0.0,0.0,0.0
6896,41,2.0,5.0,0.0,0.0,0.0
6897,23,0.0,4.0,0.0,0.0,0.0
6898,26,2.0,5.0,0.0,0.0,0.0
6899,46,2.0,6.0,0.0,0.0,0.0
6900,31,2.0,4.0,0.0,0.0,0.0
6901,37,2.0,4.0,0.0,0.0,0.0
6902,54,1.0,1.0,0.0,0.0,0.0
6903,31,0.0,4.0,0.0,0.0,0.0
6904,41,2.0,6.0,0.0,0.0,1.0
6905,30,2.0,6.0,0.0,0.0,0.0
6906,56,2.0,1.0,0.0,0.0,1.0
6907,33,0.0,4.0,0.0,0.0,0.0
6908,33,2.0,4.0,0.0,0.0,0.0
6909,34,2.0,6.0,0.0,0.0,0.0
6910,34,2.0,6.0,0.0,0.0,0.0
6911,39,2.0,2.0,0.0,0.0,0.0
6912,43,2.0,3.0,0.0,0.0,1.0
6913,30,2.0,4.0,0.0,0.0,0.0
6914,55,2.0,2.0,0.0,0.0,0.0
6915,28,2.0,3.0,0.0,0.0,0.0
6916,37,2.0,4.0,0.0,0.0,1.0
6917,33,2.0,1.0,0.0,0.0,0.0
