,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed
9729,51,blue-collar,married,basic.4y,no,yes,telephone,jun,tue,781,1,nonexistent,1.4,yes
9730,44,admin.,divorced,high.school,no,no,telephone,jun,tue,81,2,nonexistent,1.4,no
9731,36,management,married,university.degree,yes,no,telephone,jun,tue,269,1,nonexistent,1.4,no
9732,41,services,married,high.school,yes,yes,telephone,jun,tue,31,1,nonexistent,1.4,no
9733,32,technician,married,professional.course,yes,no,telephone,jun,tue,229,1,nonexistent,1.4,no
9734,47,admin.,married,university.degree,no,yes,telephone,jun,tue,24,1,nonexistent,1.4,no
9735,33,blue-collar,married,basic.9y,no,yes,telephone,jun,tue,16,3,nonexistent,1.4,no
9736,47,technician,married,professional.course,no,no,telephone,jun,tue,88,2,nonexistent,1.4,no
9737,37,blue-collar,married,basic.6y,no,no,telephone,jun,tue,714,2,nonexistent,1.4,no
9738,45,admin.,divorced,university.degree,yes,no,telephone,jun,tue,205,1,nonexistent,1.4,no
9739,38,blue-collar,married,professional.course,no,no,telephone,jun,tue,291,1,nonexistent,1.4,no
9740,57,housemaid,married,basic.6y,no,no,telephone,jun,tue,986,1,nonexistent,1.4,no
9741,31,admin.,married,high.school,yes,no,telephone,jun,tue,166,2,nonexistent,1.4,no
9742,35,blue-collar,married,basic.6y,no,no,telephone,jun,tue,92,1,nonexistent,1.4,no
9743,58,retired,married,basic.4y,yes,no,telephone,jun,tue,254,1,nonexistent,1.4,no
9744,57,management,divorced,university.degree,yes,yes,telephone,jun,tue,236,2,nonexistent,1.4,no
9745,30,technician,single,professional.course,no,no,telephone,jun,tue,19,4,nonexistent,1.4,no
9746,50,admin.,married,university.degree,yes,no,telephone,jun,tue,93,2,nonexistent,1.4,no
9747,43,unemployed,married,basic.9y,yes,no,telephone,jun,tue,200,4,nonexistent,1.4,no
9748,33,technician,married,university.degree,no,no,telephone,jun,tue,176,3,nonexistent,1.4,no
9749,32,admin.,single,university.degree,yes,no,telephone,jun,tue,1162,2,nonexistent,1.4,no
9750,28,entrepreneur,married,basic.9y,yes,no,telephone,jun,tue,1848,1,nonexistent,1.4,yes
9751,30,self-employed,single,university.degree,no,yes,telephone,jun,tue,74,6,nonexistent,1.4,no
9752,37,management,married,university.degree,no,no,telephone,jun,tue,490,4,nonexistent,1.4,yes
9753,50,services,divorced,high.school,no,no,telephone,jun,tue,291,2,nonexistent,1.4,no
9754,31,blue-collar,married,basic.9y,yes,no,telephone,jun,tue,1051,3,nonexistent,1.4,yes
9755,27,housemaid,married,basic.9y,yes,no,telephone,jun,tue,614,4,nonexistent,1.4,no
9756,35,services,single,high.school,yes,no,telephone,jun,tue,437,2,nonexistent,1.4,no
9757,50,blue-collar,married,basic.4y,no,no,telephone,jun,tue,209,3,nonexistent,1.4,no
9758,37,technician,married,high.school,yes,no,telephone,jun,tue,115,2,nonexistent,1.4,no
9759,25,unemployed,single,high.school,yes,no,telephone,jun,tue,292,3,nonexistent,1.4,no
9760,40,admin.,married,university.degree,yes,no,telephone,jun,tue,370,2,nonexistent,1.4,no
9761,57,management,married,university.degree,yes,no,telephone,jun,tue,412,7,nonexistent,1.4,no
9762,50,blue-collar,divorced,basic.9y,no,no,telephone,jun,tue,108,6,nonexistent,1.4,no
9763,43,admin.,single,high.school,no,yes,telephone,jun,tue,495,2,nonexistent,1.4,no
9764,60,self-employed,married,professional.course,no,no,telephone,jun,tue,247,5,nonexistent,1.4,no
9765,44,technician,married,professional.course,yes,no,telephone,jun,tue,57,2,nonexistent,1.4,no
9766,33,services,married,high.school,yes,no,telephone,jun,tue,1345,3,nonexistent,1.4,yes
9767,55,retired,married,professional.course,no,yes,telephone,jun,tue,107,4,nonexistent,1.4,no
9768,45,blue-collar,married,basic.6y,no,no,telephone,jun,tue,171,4,nonexistent,1.4,no
9769,33,technician,single,professional.course,yes,no,telephone,jun,tue,66,4,nonexistent,1.4,no
9770,56,unemployed,divorced,university.degree,yes,no,telephone,jun,tue,447,3,nonexistent,1.4,no
9771,54,technician,married,professional.course,yes,no,telephone,jun,tue,167,2,nonexistent,1.4,no
9772,53,blue-collar,married,basic.9y,no,yes,telephone,jun,tue,668,8,nonexistent,1.4,no
9773,41,admin.,divorced,high.school,yes,no,telephone,jun,tue,204,2,nonexistent,1.4,no
9774,28,student,single,high.school,no,no,telephone,jun,tue,256,9,nonexistent,1.4,no
9775,52,blue-collar,divorced,high.school,no,no,telephone,jun,tue,676,2,nonexistent,1.4,yes
9776,27,services,single,high.school,yes,no,telephone,jun,tue,170,2,nonexistent,1.4,no
9777,28,technician,single,professional.course,no,yes,telephone,jun,tue,63,2,nonexistent,1.4,no
9778,40,technician,married,basic.9y,yes,no,telephone,jun,tue,168,2,nonexistent,1.4,no
9779,59,blue-collar,married,basic.6y,yes,no,telephone,jun,tue,133,2,nonexistent,1.4,no
9780,41,services,married,high.school,yes,no,telephone,jun,tue,153,3,nonexistent,1.4,no
9781,32,blue-collar,married,basic.9y,yes,yes,telephone,jun,tue,118,3,nonexistent,1.4,no
9782,35,technician,married,professional.course,yes,no,telephone,jun,tue,117,3,nonexistent,1.4,no
9783,52,technician,married,high.school,no,no,telephone,jun,tue,572,2,nonexistent,1.4,no
9784,47,technician,married,professional.course,yes,no,telephone,jun,tue,59,6,nonexistent,1.4,no
9785,37,services,divorced,high.school,yes,no,telephone,jun,tue,42,4,nonexistent,1.4,no
9786,32,self-employed,married,basic.9y,yes,yes,telephone,jun,tue,408,2,nonexistent,1.4,no
9787,39,blue-collar,married,high.school,yes,yes,telephone,jun,tue,314,2,nonexistent,1.4,no
9788,33,admin.,married,university.degree,no,yes,telephone,jun,tue,277,2,nonexistent,1.4,no
9789,36,entrepreneur,single,university.degree,no,no,telephone,jun,tue,140,2,nonexistent,1.4,no
9790,50,entrepreneur,married,university.degree,no,no,telephone,jun,tue,424,2,nonexistent,1.4,no
9791,37,admin.,single,high.school,yes,yes,telephone,jun,tue,159,3,nonexistent,1.4,no
9792,30,entrepreneur,married,professional.course,yes,no,telephone,jun,tue,775,3,nonexistent,1.4,yes
9793,57,self-employed,married,university.degree,no,no,telephone,jun,tue,187,7,nonexistent,1.4,no
9794,36,blue-collar,married,professional.course,yes,yes,telephone,jun,tue,102,3,nonexistent,1.4,no
9795,30,self-employed,single,university.degree,yes,no,telephone,jun,tue,2621,3,nonexistent,1.4,yes
9796,33,admin.,married,high.school,no,no,telephone,jun,tue,96,2,nonexistent,1.4,no
9797,50,admin.,married,high.school,yes,no,telephone,jun,tue,167,2,nonexistent,1.4,no
9798,29,services,married,high.school,no,no,telephone,jun,tue,200,2,nonexistent,1.4,no
9799,46,services,married,professional.course,no,no,telephone,jun,tue,75,3,nonexistent,1.4,no
9800,22,services,single,basic.4y,yes,no,telephone,jun,tue,249,2,nonexistent,1.4,no
9801,50,admin.,married,high.school,yes,no,telephone,jun,tue,85,5,nonexistent,1.4,no
9802,45,management,married,university.degree,yes,no,telephone,jun,tue,134,7,nonexistent,1.4,no
9803,47,admin.,married,university.degree,yes,no,telephone,jun,tue,50,2,nonexistent,1.4,no
9804,37,technician,married,university.degree,yes,no,telephone,jun,tue,173,2,nonexistent,1.4,no
9805,39,unemployed,married,professional.course,no,no,telephone,jun,tue,320,4,nonexistent,1.4,no
9806,37,technician,married,professional.course,no,no,telephone,jun,tue,854,3,nonexistent,1.4,no
9807,51,services,married,high.school,no,no,telephone,jun,tue,236,2,nonexistent,1.4,no
9808,55,technician,married,basic.9y,yes,no,telephone,jun,tue,183,2,nonexistent,1.4,no
9809,28,admin.,married,high.school,yes,no,telephone,jun,tue,185,3,nonexistent,1.4,no
9810,43,technician,married,professional.course,yes,no,telephone,jun,tue,41,2,nonexistent,1.4,no
9811,40,services,married,basic.6y,no,yes,telephone,jun,tue,39,3,nonexistent,1.4,no
9812,32,services,married,basic.9y,no,no,telephone,jun,tue,138,3,nonexistent,1.4,no
9813,43,admin.,married,university.degree,yes,no,telephone,jun,tue,411,6,nonexistent,1.4,no
9814,56,retired,married,basic.4y,no,no,telephone,jun,tue,394,3,nonexistent,1.4,no
9815,26,blue-collar,married,basic.9y,yes,no,telephone,jun,tue,209,3,nonexistent,1.4,no
9816,26,admin.,married,high.school,yes,no,telephone,jun,tue,266,2,nonexistent,1.4,no
9817,36,self-employed,married,university.degree,yes,no,telephone,jun,tue,134,7,nonexistent,1.4,no
9818,38,admin.,married,university.degree,no,no,telephone,jun,tue,311,2,nonexistent,1.4,no
9819,28,blue-collar,married,basic.6y,yes,no,telephone,jun,tue,89,2,nonexistent,1.4,no
9820,39,admin.,married,high.school,no,no,telephone,jun,tue,93,6,nonexistent,1.4,no
9821,50,management,married,basic.4y,no,no,telephone,jun,tue,847,3,nonexistent,1.4,no
9822,40,admin.,married,high.school,no,no,telephone,jun,tue,675,5,nonexistent,1.4,no
9823,50,housemaid,divorced,basic.4y,yes,yes,telephone,jun,tue,273,27,nonexistent,1.4,no
9824,33,admin.,single,high.school,no,yes,telephone,jun,tue,162,7,nonexistent,1.4,no
9825,54,admin.,divorced,university.degree,no,no,telephone,jun,tue,213,4,nonexistent,1.4,no
9826,29,admin.,single,university.degree,no,no,telephone,jun,tue,641,6,nonexistent,1.4,no
9827,33,admin.,single,university.degree,yes,no,telephone,jun,tue,61,2,nonexistent,1.4,no
9828,29,student,married,high.school,no,yes,telephone,jun,tue,136,2,nonexistent,1.4,no
9829,27,technician,single,high.school,no,no,telephone,jun,tue,187,2,nonexistent,1.4,no
9830,57,blue-collar,married,basic.4y,no,no,telephone,jun,tue,332,5,nonexistent,1.4,no
9831,34,entrepreneur,single,professional.course,no,no,telephone,jun,tue,76,2,nonexistent,1.4,no
9832,28,services,single,high.school,no,no,telephone,jun,tue,406,3,nonexistent,1.4,no
9833,35,admin.,married,university.degree,no,yes,telephone,jun,tue,544,3,nonexistent,1.4,no
9834,35,self-employed,married,basic.9y,yes,no,telephone,jun,tue,363,2,nonexistent,1.4,no
9835,50,blue-collar,single,basic.9y,no,no,telephone,jun,tue,756,2,nonexistent,1.4,no
9836,45,blue-collar,married,basic.6y,yes,no,telephone,jun,tue,117,2,nonexistent,1.4,no
9837,40,entrepreneur,married,basic.4y,yes,no,telephone,jun,tue,76,6,nonexistent,1.4,no
9838,41,management,married,basic.6y,no,yes,telephone,jun,tue,271,2,nonexistent,1.4,no
9839,58,admin.,single,professional.course,no,no,telephone,jun,tue,203,2,nonexistent,1.4,no
9840,36,blue-collar,married,university.degree,no,no,telephone,jun,tue,338,2,nonexistent,1.4,no
9841,36,admin.,single,university.degree,no,no,telephone,jun,tue,70,10,nonexistent,1.4,no
9842,37,admin.,married,university.degree,no,no,telephone,jun,tue,198,6,nonexistent,1.4,no
9843,37,technician,married,high.school,yes,no,telephone,jun,tue,398,4,nonexistent,1.4,no
9844,42,admin.,married,high.school,no,no,telephone,jun,tue,956,2,nonexistent,1.4,no
9845,54,technician,married,professional.course,yes,yes,telephone,jun,tue,76,4,nonexistent,1.4,no
9846,39,blue-collar,married,basic.4y,no,no,telephone,jun,tue,264,16,nonexistent,1.4,no
9847,39,admin.,married,university.degree,no,no,telephone,jun,tue,979,9,nonexistent,1.4,no
9848,30,blue-collar,married,basic.4y,no,no,telephone,jun,tue,89,4,nonexistent,1.4,no
9849,39,entrepreneur,married,high.school,no,no,telephone,jun,tue,135,6,nonexistent,1.4,no
9850,40,services,single,high.school,no,no,telephone,jun,tue,420,4,nonexistent,1.4,no
9851,37,technician,single,high.school,no,no,telephone,jun,tue,548,3,nonexistent,1.4,no
9852,52,unemployed,married,high.school,yes,no,telephone,jun,tue,235,2,nonexistent,1.4,no
9853,43,blue-collar,married,basic.6y,yes,no,telephone,jun,tue,169,4,nonexistent,1.4,no
9854,31,management,married,high.school,yes,yes,telephone,jun,tue,343,2,nonexistent,1.4,no
9855,42,unemployed,married,professional.course,yes,no,telephone,jun,tue,88,2,nonexistent,1.4,no
9856,26,admin.,single,basic.4y,yes,yes,telephone,jun,tue,68,6,nonexistent,1.4,no
9857,39,services,married,high.school,no,no,telephone,jun,tue,77,2,nonexistent,1.4,no
9858,42,management,married,basic.9y,yes,no,telephone,jun,tue,116,3,nonexistent,1.4,no
9859,44,services,single,high.school,no,no,telephone,jun,tue,363,3,nonexistent,1.4,no
9860,30,blue-collar,divorced,basic.9y,yes,no,telephone,jun,tue,116,3,nonexistent,1.4,no
9861,42,blue-collar,married,basic.6y,no,no,telephone,jun,tue,311,2,nonexistent,1.4,no
9862,44,entrepreneur,married,basic.4y,no,no,telephone,jun,tue,48,2,nonexistent,1.4,no
9863,44,blue-collar,married,high.school,no,no,telephone,jun,tue,390,2,nonexistent,1.4,no
9864,28,management,married,high.school,no,no,telephone,jun,tue,61,6,nonexistent,1.4,no
9865,45,blue-collar,married,basic.4y,no,yes,telephone,jun,tue,65,2,nonexistent,1.4,no
9866,35,unemployed,divorced,basic.4y,yes,yes,telephone,jun,tue,637,3,nonexistent,1.4,no
9867,37,technician,single,university.degree,yes,no,telephone,jun,tue,117,3,nonexistent,1.4,no
9868,24,admin.,single,university.degree,yes,no,telephone,jun,tue,128,21,nonexistent,1.4,no
9869,30,technician,married,university.degree,no,no,telephone,jun,tue,130,6,nonexistent,1.4,no
9870,43,blue-collar,married,basic.6y,yes,yes,telephone,jun,tue,193,3,nonexistent,1.4,no
9871,32,technician,divorced,professional.course,yes,no,telephone,jun,tue,269,3,nonexistent,1.4,no
9872,36,admin.,single,high.school,yes,no,telephone,jun,tue,150,7,nonexistent,1.4,no
9873,44,admin.,divorced,high.school,no,no,telephone,jun,tue,132,4,nonexistent,1.4,no
9874,46,blue-collar,divorced,basic.6y,yes,no,telephone,jun,tue,1208,3,nonexistent,1.4,no
9875,45,management,married,university.degree,yes,no,telephone,jun,tue,228,2,nonexistent,1.4,no
9876,29,technician,divorced,university.degree,no,yes,telephone,jun,tue,585,2,nonexistent,1.4,no
9877,51,blue-collar,married,basic.4y,yes,no,telephone,jun,tue,334,2,nonexistent,1.4,no
9878,37,blue-collar,single,university.degree,no,no,telephone,jun,tue,229,7,nonexistent,1.4,no
9879,55,housemaid,married,university.degree,yes,no,telephone,jun,tue,441,3,nonexistent,1.4,no
9880,38,blue-collar,divorced,basic.6y,yes,no,telephone,jun,wed,60,6,nonexistent,1.4,no
9881,59,admin.,married,university.degree,yes,no,telephone,jun,wed,47,2,nonexistent,1.4,no
9882,32,self-employed,divorced,professional.course,yes,no,telephone,jun,wed,235,3,nonexistent,1.4,no
9883,58,blue-collar,married,high.school,no,no,telephone,jun,wed,270,3,nonexistent,1.4,no
9884,32,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,192,5,nonexistent,1.4,no
9885,54,blue-collar,married,high.school,yes,yes,telephone,jun,wed,26,7,nonexistent,1.4,no
9886,38,unemployed,married,basic.9y,yes,no,telephone,jun,wed,89,3,nonexistent,1.4,no
9887,49,blue-collar,married,basic.4y,yes,no,telephone,jun,wed,61,7,nonexistent,1.4,no
9888,43,services,married,high.school,no,no,telephone,jun,wed,386,5,nonexistent,1.4,no
9889,36,admin.,divorced,high.school,yes,no,telephone,jun,wed,54,4,nonexistent,1.4,no
9890,52,admin.,married,university.degree,yes,no,telephone,jun,wed,272,3,nonexistent,1.4,no
9891,28,admin.,single,high.school,no,no,telephone,jun,wed,284,8,nonexistent,1.4,no
9892,46,technician,divorced,professional.course,no,no,telephone,jun,wed,53,2,nonexistent,1.4,no
9893,31,blue-collar,married,basic.9y,no,yes,telephone,jun,wed,245,2,nonexistent,1.4,no
9894,38,blue-collar,married,basic.9y,no,yes,telephone,jun,wed,151,3,nonexistent,1.4,no
9895,50,services,married,high.school,yes,yes,telephone,jun,wed,64,6,nonexistent,1.4,no
9896,39,services,single,high.school,yes,no,telephone,jun,wed,205,3,nonexistent,1.4,no
9897,34,technician,married,university.degree,yes,no,telephone,jun,wed,250,2,nonexistent,1.4,no
9898,30,management,single,university.degree,yes,no,telephone,jun,wed,66,1,nonexistent,1.4,no
9899,51,technician,married,high.school,no,yes,telephone,jun,wed,137,6,nonexistent,1.4,no
9900,43,admin.,married,high.school,no,no,telephone,jun,wed,30,1,nonexistent,1.4,no
9901,26,admin.,single,high.school,no,no,telephone,jun,wed,72,1,nonexistent,1.4,no
9902,35,admin.,married,university.degree,yes,no,telephone,jun,wed,284,4,nonexistent,1.4,no
9903,24,entrepreneur,married,university.degree,yes,yes,telephone,jun,wed,126,4,nonexistent,1.4,no
9904,51,blue-collar,divorced,basic.4y,no,no,telephone,jun,wed,120,1,nonexistent,1.4,no
9905,31,unemployed,divorced,basic.4y,yes,no,telephone,jun,wed,48,1,nonexistent,1.4,no
9906,45,entrepreneur,married,university.degree,no,no,telephone,jun,wed,262,9,nonexistent,1.4,no
9907,30,student,single,university.degree,yes,no,telephone,jun,wed,1062,4,nonexistent,1.4,no
9908,46,unemployed,divorced,basic.9y,no,no,telephone,jun,wed,283,3,nonexistent,1.4,no
9909,44,admin.,single,high.school,no,no,telephone,jun,wed,295,1,nonexistent,1.4,no
9910,38,blue-collar,married,basic.6y,no,no,telephone,jun,wed,37,1,nonexistent,1.4,no
9911,30,admin.,married,university.degree,no,yes,telephone,jun,wed,18,1,nonexistent,1.4,no
9912,33,blue-collar,single,basic.9y,yes,no,telephone,jun,wed,18,1,nonexistent,1.4,no
9913,31,blue-collar,single,basic.9y,no,no,telephone,jun,wed,350,7,nonexistent,1.4,no
9914,47,blue-collar,single,basic.4y,no,no,telephone,jun,wed,190,1,nonexistent,1.4,no
9915,36,blue-collar,single,high.school,yes,no,telephone,jun,wed,835,1,nonexistent,1.4,yes
9916,30,services,married,high.school,yes,no,telephone,jun,wed,421,2,nonexistent,1.4,no
9917,29,technician,single,high.school,no,no,telephone,jun,wed,112,3,nonexistent,1.4,no
9918,37,management,married,university.degree,yes,no,telephone,jun,wed,744,3,nonexistent,1.4,no
9919,48,technician,married,professional.course,yes,no,telephone,jun,wed,321,2,nonexistent,1.4,no
9920,35,admin.,divorced,basic.9y,yes,no,telephone,jun,wed,24,10,nonexistent,1.4,no
9921,34,admin.,married,university.degree,yes,no,telephone,jun,wed,102,4,nonexistent,1.4,no
9922,42,technician,married,basic.6y,yes,no,telephone,jun,wed,261,3,nonexistent,1.4,no
9923,32,admin.,single,high.school,no,no,telephone,jun,wed,213,5,nonexistent,1.4,no
9924,31,technician,married,professional.course,no,no,telephone,jun,wed,371,2,nonexistent,1.4,yes
9925,38,admin.,single,university.degree,yes,no,telephone,jun,wed,190,2,nonexistent,1.4,no
9926,30,blue-collar,married,basic.6y,no,no,telephone,jun,wed,114,4,nonexistent,1.4,no
9927,54,housemaid,married,basic.4y,no,no,telephone,jun,wed,221,5,nonexistent,1.4,no
9928,38,admin.,single,basic.9y,yes,no,telephone,jun,wed,247,5,nonexistent,1.4,no
9929,25,blue-collar,single,basic.9y,no,no,telephone,jun,wed,680,2,nonexistent,1.4,no
9930,25,services,single,professional.course,no,no,telephone,jun,wed,185,4,nonexistent,1.4,no
9931,51,unemployed,divorced,university.degree,yes,yes,telephone,jun,wed,110,2,nonexistent,1.4,no
9932,35,blue-collar,single,basic.4y,no,no,telephone,jun,wed,172,2,nonexistent,1.4,no
9933,28,admin.,single,university.degree,no,no,telephone,jun,wed,156,3,nonexistent,1.4,no
9934,35,technician,single,professional.course,no,no,telephone,jun,wed,394,3,nonexistent,1.4,no
9935,51,blue-collar,single,basic.9y,yes,no,telephone,jun,wed,573,2,nonexistent,1.4,no
9936,28,technician,single,university.degree,no,no,telephone,jun,wed,262,2,nonexistent,1.4,no
9937,34,services,married,basic.9y,no,no,telephone,jun,wed,37,3,nonexistent,1.4,no
9938,27,blue-collar,married,basic.4y,no,no,telephone,jun,wed,72,3,nonexistent,1.4,no
9939,31,services,married,high.school,yes,no,telephone,jun,wed,417,3,nonexistent,1.4,no
9940,35,technician,married,professional.course,no,no,telephone,jun,wed,1528,2,nonexistent,1.4,yes
9941,56,management,married,university.degree,no,no,telephone,jun,wed,154,4,nonexistent,1.4,no
9942,31,services,single,basic.6y,no,no,telephone,jun,wed,533,3,nonexistent,1.4,no
9943,41,blue-collar,divorced,basic.4y,yes,no,telephone,jun,wed,122,1,nonexistent,1.4,no
9944,58,blue-collar,married,basic.4y,yes,no,telephone,jun,wed,23,3,nonexistent,1.4,no
9945,38,blue-collar,married,basic.6y,no,yes,telephone,jun,wed,82,1,nonexistent,1.4,no
9946,47,services,married,high.school,yes,yes,telephone,jun,wed,55,1,nonexistent,1.4,no
9947,46,blue-collar,married,basic.4y,no,no,telephone,jun,wed,67,1,nonexistent,1.4,no
9948,56,retired,married,high.school,no,no,telephone,jun,wed,83,1,nonexistent,1.4,no
9949,47,services,married,high.school,no,no,telephone,jun,wed,311,1,nonexistent,1.4,no
9950,33,admin.,single,high.school,no,yes,telephone,jun,wed,113,1,nonexistent,1.4,no
9951,55,technician,married,professional.course,yes,no,telephone,jun,wed,59,1,nonexistent,1.4,no
9952,47,services,married,high.school,yes,no,telephone,jun,wed,551,1,nonexistent,1.4,no
9953,56,retired,married,high.school,yes,no,telephone,jun,wed,367,1,nonexistent,1.4,no
9954,32,blue-collar,married,high.school,no,no,telephone,jun,wed,220,1,nonexistent,1.4,no
9955,41,blue-collar,married,basic.6y,no,no,telephone,jun,wed,15,1,nonexistent,1.4,no
9956,52,self-employed,married,professional.course,no,yes,telephone,jun,wed,56,1,nonexistent,1.4,no
9957,43,blue-collar,married,basic.4y,yes,no,telephone,jun,wed,173,1,nonexistent,1.4,no
9958,29,admin.,married,high.school,no,yes,telephone,jun,wed,97,8,nonexistent,1.4,no
9959,41,admin.,divorced,high.school,yes,no,telephone,jun,wed,199,1,nonexistent,1.4,no
9960,23,blue-collar,married,professional.course,no,no,telephone,jun,wed,94,1,nonexistent,1.4,no
9961,36,services,single,high.school,no,no,telephone,jun,wed,142,1,nonexistent,1.4,no
9962,35,technician,married,professional.course,no,no,telephone,jun,wed,417,1,nonexistent,1.4,no
9963,43,blue-collar,married,basic.6y,no,no,telephone,jun,wed,192,1,nonexistent,1.4,no
9964,32,services,married,high.school,yes,no,telephone,jun,wed,443,1,nonexistent,1.4,no
9965,41,services,married,basic.9y,yes,no,telephone,jun,wed,115,1,nonexistent,1.4,no
9966,43,self-employed,married,university.degree,yes,yes,telephone,jun,wed,1487,1,nonexistent,1.4,no
9967,54,retired,single,basic.4y,no,no,telephone,jun,wed,68,1,nonexistent,1.4,no
9968,25,admin.,single,high.school,yes,no,telephone,jun,wed,54,3,nonexistent,1.4,no
9969,36,admin.,married,high.school,yes,no,telephone,jun,wed,159,1,nonexistent,1.4,no
9970,36,admin.,married,high.school,yes,no,telephone,jun,wed,335,1,nonexistent,1.4,no
9971,42,admin.,divorced,university.degree,no,no,telephone,jun,wed,104,1,nonexistent,1.4,no
9972,35,entrepreneur,single,professional.course,no,no,telephone,jun,wed,236,1,nonexistent,1.4,no
9973,50,management,married,university.degree,yes,no,telephone,jun,wed,300,1,nonexistent,1.4,no
9974,42,admin.,divorced,university.degree,yes,no,telephone,jun,wed,163,1,nonexistent,1.4,no
9975,32,admin.,married,high.school,yes,no,telephone,jun,wed,156,1,nonexistent,1.4,no
9976,32,admin.,married,high.school,no,no,telephone,jun,wed,103,1,nonexistent,1.4,no
9977,51,services,married,high.school,no,yes,telephone,jun,wed,269,1,nonexistent,1.4,no
9978,39,blue-collar,divorced,basic.9y,yes,no,telephone,jun,wed,187,1,nonexistent,1.4,no
9979,38,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,41,1,nonexistent,1.4,no
9980,43,blue-collar,married,basic.6y,yes,no,telephone,jun,wed,1540,1,nonexistent,1.4,yes
9981,39,blue-collar,divorced,basic.9y,yes,no,telephone,jun,wed,310,1,nonexistent,1.4,no
9982,41,services,married,basic.9y,yes,no,telephone,jun,wed,147,1,nonexistent,1.4,no
9983,34,admin.,single,high.school,no,yes,telephone,jun,wed,129,1,nonexistent,1.4,no
9984,36,admin.,married,high.school,yes,yes,telephone,jun,wed,208,1,nonexistent,1.4,no
9985,28,services,single,high.school,no,no,telephone,jun,wed,124,1,nonexistent,1.4,no
9986,49,housemaid,divorced,basic.4y,no,no,telephone,jun,wed,67,1,nonexistent,1.4,no
9987,31,blue-collar,married,basic.9y,no,no,telephone,jun,wed,1218,1,nonexistent,1.4,no
9988,25,housemaid,married,basic.4y,no,no,telephone,jun,wed,362,1,nonexistent,1.4,no
9989,29,management,married,university.degree,no,no,telephone,jun,wed,973,1,nonexistent,1.4,yes
9990,56,blue-collar,married,basic.4y,no,no,telephone,jun,wed,36,4,nonexistent,1.4,no
9991,54,blue-collar,divorced,basic.4y,no,yes,telephone,jun,wed,138,1,nonexistent,1.4,no
9992,31,admin.,married,high.school,yes,no,telephone,jun,wed,132,6,nonexistent,1.4,no
9993,34,blue-collar,married,professional.course,no,no,telephone,jun,wed,1009,1,nonexistent,1.4,no
9994,27,technician,married,university.degree,yes,yes,telephone,jun,wed,55,10,nonexistent,1.4,no
9995,31,admin.,married,high.school,yes,no,telephone,jun,wed,105,1,nonexistent,1.4,no
9996,28,admin.,single,university.degree,yes,no,telephone,jun,wed,355,1,nonexistent,1.4,no
9997,28,management,single,basic.9y,no,no,telephone,jun,wed,466,2,nonexistent,1.4,no
9998,26,blue-collar,married,basic.4y,no,no,telephone,jun,wed,94,1,nonexistent,1.4,no
9999,25,services,married,high.school,yes,no,telephone,jun,wed,227,1,nonexistent,1.4,no
10000,39,technician,married,professional.course,yes,yes,telephone,jun,wed,65,1,nonexistent,1.4,no
10001,28,blue-collar,married,basic.9y,no,no,telephone,jun,wed,387,1,nonexistent,1.4,no
10002,33,admin.,married,university.degree,yes,no,telephone,jun,wed,379,5,nonexistent,1.4,no
10003,39,technician,married,professional.course,no,no,telephone,jun,wed,401,1,nonexistent,1.4,no
10004,55,management,single,basic.4y,no,no,telephone,jun,wed,205,4,nonexistent,1.4,no
10005,29,management,married,university.degree,no,no,telephone,jun,wed,332,2,nonexistent,1.4,no
10006,51,management,married,university.degree,yes,yes,telephone,jun,wed,567,1,nonexistent,1.4,no
10007,28,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,200,1,nonexistent,1.4,no
10008,24,blue-collar,single,basic.4y,no,no,telephone,jun,wed,537,1,nonexistent,1.4,yes
10009,24,blue-collar,single,basic.4y,no,no,telephone,jun,wed,476,1,nonexistent,1.4,no
10010,20,services,single,high.school,yes,no,telephone,jun,wed,290,2,nonexistent,1.4,no
10011,34,blue-collar,married,basic.9y,no,no,telephone,jun,wed,74,1,nonexistent,1.4,no
10012,25,blue-collar,married,basic.9y,no,no,telephone,jun,wed,76,1,nonexistent,1.4,no
10013,29,self-employed,married,professional.course,no,no,telephone,jun,wed,26,1,nonexistent,1.4,no
10014,29,self-employed,married,professional.course,no,no,telephone,jun,wed,632,1,nonexistent,1.4,no
10015,32,blue-collar,married,basic.6y,no,no,telephone,jun,wed,316,1,nonexistent,1.4,no
10016,32,blue-collar,married,basic.6y,yes,yes,telephone,jun,wed,440,1,nonexistent,1.4,no
10017,32,admin.,single,university.degree,no,no,telephone,jun,wed,52,6,nonexistent,1.4,no
10018,38,blue-collar,single,university.degree,yes,no,telephone,jun,wed,59,2,nonexistent,1.4,no
10019,37,technician,single,university.degree,no,no,telephone,jun,wed,190,3,nonexistent,1.4,no
10020,36,blue-collar,married,basic.9y,no,no,telephone,jun,wed,81,2,nonexistent,1.4,no
10021,55,management,single,basic.4y,yes,no,telephone,jun,wed,58,3,nonexistent,1.4,no
10022,29,admin.,single,high.school,yes,no,telephone,jun,wed,356,2,nonexistent,1.4,no
10023,43,blue-collar,married,basic.4y,yes,yes,telephone,jun,wed,320,3,nonexistent,1.4,no
